Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,HH Support Beneficiaries Selected,First Installment,Second Installment,Individualls trained on Short Term Livelihood training,Number of trainings conducted on Short Term Livelihood training,Skills Dev Trainees Selected,Training Started,Training Completed,Trainees Placed,Individuals Selected for Enterprise Development,Group Selected for Enterprise Development,Individual Submitted Business Plan,Group Submitted Business Plans,Enterprise Support Completed - Individuals (cash transferred),Enterprise Support Completed - Group (cash transferred),Comm Proposals Submitted,Support Initiated,Project Turnover
PH060400000,PH060401000,PH060401001,Aklan,IFRC,Altavas,Cabangila,83,80,78,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401002,Aklan,IFRC,Altavas,Cabugao,173,169,169,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401003,Aklan,IFRC,Altavas,Catmon,99,94,91,,,5,5,,,,,,,,,,,
PH060400000,PH060401000,PH060401004,Aklan,IFRC,Altavas,Dalipdip,43,40,39,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401007,Aklan,IFRC,Altavas,Lumaynay,136,136,134,,,4,4,1,1,,1,,,,,1,,
PH060400000,PH060401000,PH060401009,Aklan,IFRC,Altavas,Man-up,105,102,101,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401010,Aklan,IFRC,Altavas,Odiong,223,217,217,,,3,3,1,1,,1,,,,,0,,
PH060400000,PH060401000,PH060401012,Aklan,IFRC,Altavas,Quinasay-an,56,39,39,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401013,Aklan,IFRC,Altavas,Talon,86,78,77,,,,,,,,,,,,,,,
PH060400000,PH060401000,PH060401014,Aklan,IFRC,Altavas,Tibiao,65,61,61,,,1,1,,,,,,,,,,,
PH060400000,PH060402000,PH060402001,Aklan,Spanish Red Cross,Balete,Aranas,303,303,298,228,1,7,,,,,,,,,,,,
PH060400000,PH060402000,PH060402002,Aklan,Spanish Red Cross,Balete,Arcangel,178,178,162,142,1,,,,,,,,,,,,,
PH060400000,PH060402000,PH060402004,Aklan,Spanish Red Cross,Balete,Calizo,289,289,284,217,1,4,,,,,,,,,,,,
PH060400000,PH060402000,PH060402005,Aklan,Spanish Red Cross,Balete,Cortes,209,209,201,163,1,2,,,,,,,,,,,,
PH060400000,PH060402000,PH060402006,Aklan,Spanish Red Cross,Balete,Feliciano,211,211,207,180,1,3,,,,,,,,,,,,
PH060400000,PH060402000,PH060402007,Aklan,Spanish Red Cross,Balete,Fulgencio,182,182,178,153,1,2,,,,,,,,,,,,
PH060400000,PH060402000,PH060402008,Aklan,Spanish Red Cross,Balete,Guanko,82,82,78,73,1,,,,,,,,,,,,,
PH060400000,PH060402000,PH060402009,Aklan,Spanish Red Cross,Balete,Morales,230,230,210,185,1,1,,,,,,,,,,,,
PH060400000,PH060402000,PH060402010,Aklan,Spanish Red Cross,Balete,Oquendo,58,58,49,52,1,2,,,,,,,,,,,,
PH060400000,PH060402000,PH060402011,Aklan,Spanish Red Cross,Balete,Poblacion,7,7,7,,1,3,,,,,,,,,,,,
PH060400000,PH060403000,PH060403001,Aklan,IFRC,Banga,Agbanawan,61,56,56,,,5,5,,,,,,,,,,,
PH060400000,PH060403000,PH060403003,Aklan,IFRC,Banga,Badiangan,82,80,80,,,5,5,,,,,,,,,,,
PH060400000,PH060403000,PH060403005,Aklan,IFRC,Banga,Cupang,42,42,42,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403006,Aklan,IFRC,Banga,Daguitan,32,28,28,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403007,Aklan,IFRC,Banga,Daja Norte,56,52,52,,,6,6,,,,1,,,,,1,,
PH060400000,PH060403000,PH060403008,Aklan,IFRC,Banga,Daja Sur,72,64,64,,,3,3,,,,1,,,,,1,,
PH060400000,PH060403000,PH060403009,Aklan,IFRC,Banga,Dingle,120,105,105,,,4,4,,,,,,,,,,,
PH060400000,PH060403000,PH060403012,Aklan,IFRC,Banga,Libas,46,46,46,,,2,2,1,1,,,,,,,,,
PH060400000,PH060403000,PH060403014,Aklan,IFRC,Banga,Mambog,132,130,130,,,5,5,1,1,,,,,,,,,
PH060400000,PH060403000,PH060403015,Aklan,IFRC,Banga,Mangan,127,125,125,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403016,Aklan,IFRC,Banga,Muguing,51,50,50,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403017,Aklan,IFRC,Banga,Pagsanghan,135,108,108,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403018,Aklan,IFRC,Banga,Palale,34,34,34,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403020,Aklan,IFRC,Banga,Polo,39,39,39,,,4,4,,,,,,,,,,,
PH060400000,PH060403000,PH060403021,Aklan,IFRC,Banga,Polocate,150,150,150,,,3,3,1,1,,,,,,,,,
PH060400000,PH060403000,PH060403022,Aklan,IFRC,Banga,San Isidro,31,28,28,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403023,Aklan,IFRC,Banga,Sibalew,66,65,65,,,4,4,,,,,,,,,,,
PH060400000,PH060403000,PH060403024,Aklan,IFRC,Banga,Sigcay,50,50,50,,,3,3,,,,,,,,,,,
PH060400000,PH060403000,PH060403025,Aklan,IFRC,Banga,Taba-ao,54,52,52,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403026,Aklan,IFRC,Banga,Tabayon,96,96,96,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403028,Aklan,IFRC,Banga,Torralba,101,98,98,,,,,,,,,,,,,,,
PH060400000,PH060403000,PH060403029,Aklan,IFRC,Banga,Ugsod,115,109,109,,,7,7,,,,,,,,,,,
PH060400000,PH060403000,PH060403030,Aklan,IFRC,Banga,Venturanza,28,27,27,,,,,,,,,,,,,,,
PH060400000,PH060409000,PH060409001,Aklan,Finnish Red Cross,Libacao,Agmailig,23,23,23,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409002,Aklan,Finnish Red Cross,Libacao,Alfonso XII,76,76,76,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409003,Aklan,Finnish Red Cross,Libacao,Batobato,15,15,15,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409004,Aklan,Finnish Red Cross,Libacao,Bonza,17,17,17,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409005,Aklan,Finnish Red Cross,Libacao,Calacabian,31,31,31,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409006,Aklan,Finnish Red Cross,Libacao,Calamcan,5,5,5,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409007,Aklan,Finnish Red Cross,Libacao,Can-Awan,25,25,25,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409008,Aklan,Finnish Red Cross,Libacao,Casit-an,19,19,19,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409010,Aklan,Finnish Red Cross,Libacao,Guadalupe,33,33,33,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409011,Aklan,Finnish Red Cross,Libacao,Janlud,76,76,76,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409012,Aklan,Finnish Red Cross,Libacao,Julita,64,64,64,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409013,Aklan,Finnish Red Cross,Libacao,Luctoga,80,79,79,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409014,Aklan,Finnish Red Cross,Libacao,Magugba,6,6,6,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409016,Aklan,Finnish Red Cross,Libacao,Ogsip,29,29,29,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409017,Aklan,Finnish Red Cross,Libacao,Ortega,28,28,28,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409019,Aklan,Finnish Red Cross,Libacao,Pampango,27,27,27,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409020,Aklan,Finnish Red Cross,Libacao,Pinonoy,24,24,24,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409022,Aklan,Finnish Red Cross,Libacao,Rivera,16,16,16,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409023,Aklan,Finnish Red Cross,Libacao,Rosal,59,59,59,,,,,,,,,,,,,1,,
PH060400000,PH060409000,PH060409024,Aklan,Finnish Red Cross,Libacao,Sibalew,17,17,17,,,,,,,,,,,,,1,,
PH060400000,PH060410000,PH060410001,Aklan,Spanish Red Cross,Madalag,Alaminos,49,49,49,39,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410002,Aklan,Spanish Red Cross,Madalag,Alas-as,51,51,50,45,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410003,Aklan,Spanish Red Cross,Madalag,Bacyang,67,67,67,59,1,3,,,,,,,,,,,,
PH060400000,PH060410000,PH060410004,Aklan,Spanish Red Cross,Madalag,Balactasan,27,27,25,21,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410005,Aklan,Spanish Red Cross,Madalag,Cabangahan,44,44,44,30,1,,,,,,,,,,,,,
PH060400000,PH060410000,PH060410006,Aklan,Spanish Red Cross,Madalag,Cabilawan,24,24,23,23,1,,,,,,,,,,,,,
PH060400000,PH060410000,PH060410007,Aklan,Spanish Red Cross,Madalag,Catabana,44,44,42,41,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410008,Aklan,Spanish Red Cross,Madalag,Dit-Ana,55,55,55,49,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410009,Aklan,Spanish Red Cross,Madalag,Galicia,27,27,27,19,1,,,,,,,,,,,,,
PH060400000,PH060410000,PH060410010,Aklan,Spanish Red Cross,Madalag,Guinatu-an,37,37,36,34,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410011,Aklan,Spanish Red Cross,Madalag,Logohon,47,47,45,43,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410012,Aklan,Spanish Red Cross,Madalag,Mamba,114,114,113,97,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410013,Aklan,Spanish Red Cross,Madalag,Maria Cristina,61,61,61,53,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410014,Aklan,Spanish Red Cross,Madalag,Medina,78,78,76,61,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410015,Aklan,Spanish Red Cross,Madalag,Mercedes,46,46,46,36,1,3,,,,,,,,,,,,
PH060400000,PH060410000,PH060410016,Aklan,Spanish Red Cross,Madalag,Napnot,42,42,40,35,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410017,Aklan,Spanish Red Cross,Madalag,Pang-Itan,62,62,58,54,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410018,Aklan,Spanish Red Cross,Madalag,Paningayan,76,76,75,65,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410019,Aklan,Spanish Red Cross,Madalag,Panipiason,46,46,45,40,1,,,,,,,,,,,,,
PH060400000,PH060410000,PH060410020,Aklan,Spanish Red Cross,Madalag,Poblacion,34,34,33,25,1,3,,,,,,,,,,,,
PH060400000,PH060410000,PH060410021,Aklan,Spanish Red Cross,Madalag,San Jose,91,91,90,77,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410022,Aklan,Spanish Red Cross,Madalag,Singay,26,26,22,25,1,,,,,,,,,,,,,
PH060400000,PH060410000,PH060410023,Aklan,Spanish Red Cross,Madalag,Talangban,48,48,44,41,1,2,,,,,,,,,,,,
PH060400000,PH060410000,PH060410024,Aklan,Spanish Red Cross,Madalag,Talimagao,37,37,32,27,1,1,,,,,,,,,,,,
PH060400000,PH060410000,PH060410025,Aklan,Spanish Red Cross,Madalag,Tigbawan,43,43,42,36,1,2,,,,,,,,,,,,
PH060400000,PH060415000,PH060415001,Aklan,IFRC,New Washington,Candelaria,36,36,33,,,,,,,,,,,,,,,
PH060400000,PH060415000,PH060415003,Aklan,IFRC,New Washington,Dumaguit,36,34,32,,,4,4,,,,,,,,,,,
PH060400000,PH060415000,PH060415005,Aklan,IFRC,New Washington,Guinbaliwan,150,143,142,,,3,3,1,1,,,,,,,,,
PH060400000,PH060415000,PH060415006,Aklan,IFRC,New Washington,Jalas,148,131,130,,,9,9,,,,1,,,,,0,,
PH060400000,PH060415000,PH060415015,Aklan,IFRC,New Washington,Puis,115,112,111,,,6,6,,,,,,,,,,,
PH060600000,PH060602000,PH060602002,Antique,IFRC,Barbaza,Baghari,40,40,40,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602003,Antique,IFRC,Barbaza,Bahuyan,63,63,61,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602004,Antique,IFRC,Barbaza,Beri,119,119,119,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602007,Antique,IFRC,Barbaza,Binangbang Centro,77,77,74,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602008,Antique,IFRC,Barbaza,Binanu-an,36,36,36,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602009,Antique,IFRC,Barbaza,Cadiao,47,47,47,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602012,Antique,IFRC,Barbaza,Cubay,66,66,66,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602014,Antique,IFRC,Barbaza,Gua,82,82,82,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602018,Antique,IFRC,Barbaza,Embrangga-an,23,23,23,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602020,Antique,IFRC,Barbaza,Ipil,106,106,103,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602021,Antique,IFRC,Barbaza,Jinalinan,152,152,148,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602024,Antique,IFRC,Barbaza,Lisub,56,56,56,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602030,Antique,IFRC,Barbaza,Mayos,10,10,9,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602033,Antique,IFRC,Barbaza,Palma,136,136,132,,,,,,,,,,,,,,,
PH060600000,PH060602000,PH060602034,Antique,IFRC,Barbaza,Poblacion,128,128,128,,,4,4,,,,,,,,,,,
PH060600000,PH060602000,PH060602040,Antique,IFRC,Barbaza,Yapo,34,34,34,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609002,Antique,IFRC,Laua-An,Banban,22,22,22,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609004,Antique,IFRC,Laua-An,Cabariwan,40,40,40,,,3,3,1,1,,,,,,,,,
PH060600000,PH060609000,PH060609005,Antique,IFRC,Laua-An,Cadajug,136,136,136,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609008,Antique,IFRC,Laua-An,Casit-an,111,111,111,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609009,Antique,IFRC,Laua-An,Guinbanga-an,40,40,40,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609011,Antique,IFRC,Laua-An,Guisijan,43,43,43,,,4,4,,,,,,,,,,,
PH060600000,PH060609000,PH060609012,Antique,IFRC,Laua-An,Igtadiao,29,29,29,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609013,Antique,IFRC,Laua-An,Intao,48,48,48,,,9,9,2,2,,,,,,,,,
PH060600000,PH060609000,PH060609014,Antique,IFRC,Laua-An,Jaguikican,103,103,103,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609021,Antique,IFRC,Laua-An,Lindero,113,113,113,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609022,Antique,IFRC,Laua-An,Liya-liya,37,37,37,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609026,Antique,IFRC,Laua-An,Maria,49,49,49,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609027,Antique,IFRC,Laua-An,Mauno,29,29,29,,,,,,,,,,,,,,,
PH060600000,PH060609000,PH060609043,Antique,IFRC,Laua-An,Bagongbayan,42,42,42,,,4,4,,,,,,,,,,,
PH060600000,PH060611000,PH060611003,Antique,IFRC,Pandan,Bagumbayan,112,112,112,,,10,10,2,2,,,,,,,,,
PH060600000,PH060611000,PH060611004,Antique,IFRC,Pandan,BayBay,94,94,93,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611005,Antique,IFRC,Pandan,Botbot,122,122,122,,,8,8,2,1,,,,,,,,,
PH060600000,PH060611000,PH060611008,Antique,IFRC,Pandan,Cabugao,47,47,47,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611010,Antique,IFRC,Pandan,Carmen,23,23,23,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611012,Antique,IFRC,Pandan,Dionela,69,69,69,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611013,Antique,IFRC,Pandan,Dumrog,67,67,67,,,15,15,5,1,,,,,,,,,
PH060600000,PH060611000,PH060611015,Antique,IFRC,Pandan,Fragante,152,152,152,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611017,Antique,IFRC,Pandan,Idiacacan,142,142,142,,,12,12,2,1,,,,,,,,,
PH060600000,PH060611000,PH060611018,Antique,IFRC,Pandan,Jinalinan,46,46,46,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611019,Antique,IFRC,Pandan,Luhod-Bayang,60,60,60,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611023,Antique,IFRC,Pandan,Nauring,137,137,137,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611027,Antique,IFRC,Pandan,San Andres,61,61,61,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611031,Antique,IFRC,Pandan,Santa Fe,151,151,151,,,10,10,,,,,,,,,,,
PH060600000,PH060611000,PH060611033,Antique,IFRC,Pandan,Talisay,128,128,128,,,,,,,,,,,,,,,
PH060600000,PH060611000,PH060611034,Antique,IFRC,Pandan,Tingib,56,56,56,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615001,Antique,IFRC,Sebaste,Abiera,142,142,142,,,11,11,2,2,,,,,,,,,
PH060600000,PH060615000,PH060615002,Antique,IFRC,Sebaste,Aguila,90,90,90,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615003,Antique,IFRC,Sebaste,Alegre,53,53,53,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615004,Antique,IFRC,Sebaste,Aras-Asan,148,148,148,,,9,9,,,,,,,,,,,
PH060600000,PH060615000,PH060615006,Antique,IFRC,Sebaste,Callan,163,163,163,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615007,Antique,IFRC,Sebaste,Nauhon,67,67,67,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615008,Antique,IFRC,Sebaste,P. Javier,16,16,16,,,,,,,,,,,,,,,
PH060600000,PH060615000,PH060615010,Antique,IFRC,Sebaste,Idio,230,230,230,,,6,6,1,,,,,,,,,,
PH060600000,PH060617000,PH060617001,Antique,German Red Cross,Tibiao,Alegre,42,42,42,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617004,Antique,German Red Cross,Tibiao,Castillo,24,24,24,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617006,Antique,German Red Cross,Tibiao,Importante,129,129,129,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617007,Antique,German Red Cross,Tibiao,La Paz,148,148,148,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617009,Antique,German Red Cross,Tibiao,Martinez,340,340,339,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617010,Antique,German Red Cross,Tibiao,Natividad,121,119,119,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617014,Antique,German Red Cross,Tibiao,San Francisco Norte,225,225,223,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617016,Antique,German Red Cross,Tibiao,San Isidro,118,117,117,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617017,Antique,German Red Cross,Tibiao,Santa Ana,73,73,73,,,,,,,,,,,,,,,
PH060600000,PH060617000,PH060617020,Antique,German Red Cross,Tibiao,Tigbaboy,68,68,68,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902002,Capiz,IFRC,Dao,Agtambi,59,59,59,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902003,Capiz,IFRC,Dao,Agtanguay,89,89,89,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902005,Capiz,IFRC,Dao,Bita,26,26,26,,,4,4,,,,,,,,,,,
PH061900000,PH061902000,PH061902007,Capiz,IFRC,Dao,Daplas,89,89,88,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902012,Capiz,IFRC,Dao,Lacaron,157,157,157,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902014,Capiz,IFRC,Dao,Manhoy,121,116,116,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902015,Capiz,IFRC,Dao,Mapulang Bato,85,84,84,,,5,5,1,1,,,,,,,,,
PH061900000,PH061902000,PH061902016,Capiz,IFRC,Dao,Matagnop,201,194,194,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902017,Capiz,IFRC,Dao,Nasunogan,185,185,185,,,33,33,4,4,,,,,,,,,
PH061900000,PH061902000,PH061902019,Capiz,IFRC,Dao,Poblacion Ilaya,91,88,86,,,,,,,,,,,,,,,
PH061900000,PH061902000,PH061902020,Capiz,IFRC,Dao,Quinabcaban,101,101,101,,,,,,,,,,,,,,,
PH061900000,PH061902000,#N/A,Capiz,IFRC,Dao,Ilas Norte,142,142,142,,,,,,,,,,,,,1,,
PH061900000,PH061903000,PH061903009,Capiz,German Red Cross,Dumalag,San Martin,29,29,29,,,,,,,,,,,,,,,
PH061900000,PH061903000,PH061903011,Capiz,German Red Cross,Dumalag,San Rafael,169,169,169,,,,,,,,,,,,,,,
PH061900000,PH061903000,PH061903018,Capiz,German Red Cross,Dumalag,Santo Angel,419,419,419,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904003,Capiz,German Red Cross,Dumarao,Aglanot,264,264,264,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904006,Capiz,German Red Cross,Dumarao,Agsirab,112,112,112,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904011,Capiz,German Red Cross,Dumarao,Calapawan,175,175,175,90,2,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904017,Capiz,German Red Cross,Dumarao,Guinotos,88,88,88,88,2,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904021,Capiz,German Red Cross,Dumarao,Lawaan,263,263,263,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904023,Capiz,German Red Cross,Dumarao,Malonoy,135,135,135,73,1,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904030,Capiz,German Red Cross,Dumarao,Sagrada Familia,235,235,235,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904032,Capiz,German Red Cross,Dumarao,San Juan,108,108,108,131,2,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904034,Capiz,German Red Cross,Dumarao,Tamulalod,88,88,88,,,,,,,,,,,,,,,
PH061900000,PH061904000,PH061904036,Capiz,German Red Cross,Dumarao,Tina,183,183,183,,,,,,,,,,,,,,,
PH061900000,PH061905000,PH061905005,Capiz,Hong Kong Red Cross,Ivisan,Cabugao,9,9,9,,,,,,,,,,,,,,,
PH061900000,PH061905000,PH061905005,Capiz,IFRC,Ivisan,Cabugao,52,52,52,,,,,,,,,,,,,,,
PH061900000,PH061905000,PH061905010,Capiz,Hong Kong Red Cross,Ivisan,Matnog,10,10,10,,,,,,,,,,,,,,,
PH061900000,PH061905000,PH061905010,Capiz,IFRC,Ivisan,Matnog,74,71,71,,,,,,,,,,,,,,,
PH061900000,PH061905000,PH061905011,Capiz,Hong Kong Red Cross,Ivisan,Mianay,25,25,25,,,,,,,,,,,,,,,
