Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,Shelter Repair Beneficiaries Selected,First Distribution,Second Distribution,CGI,Shelter Repair Closeout / Completed,Core Shelter Beneficiaries Selected,Relocation Beneficiaries Selected,Construction Started (Core + Relocation),Wooden Shelter (Core Shelter),Half Concrete (Core Shelter),Relocation Completed,Training- Skilled Labour
PH060400000,PH060402000,PH060402001,Aklan,Spanish Red Cross,Balete,Aranas,262,262,262,262,262,117,0,87,80,0,0,27
PH060400000,PH060402000,PH060402002,Aklan,Spanish Red Cross,Balete,Arcangel,203,206,206,206,203,83,0,58,57,0,0,25
PH060400000,PH060402000,PH060402004,Aklan,Spanish Red Cross,Balete,Calizo,272,272,270,272,270,123,0,71,63,0,0,39
PH060400000,PH060402000,PH060402005,Aklan,Spanish Red Cross,Balete,Cortes,161,163,163,163,163,93,0,93,91,0,0,37
PH060400000,PH060402000,PH060402006,Aklan,Spanish Red Cross,Balete,Feliciano,179,179,179,179,179,79,0,34,32,0,0,34
PH060400000,PH060402000,PH060402007,Aklan,Spanish Red Cross,Balete,Fulgencio,199,199,198,199,198,93,0,41,40,0,0,29
PH060400000,PH060402000,PH060402008,Aklan,Spanish Red Cross,Balete,Guanko,94,94,94,94,94,38,0,40,40,0,0,23
PH060400000,PH060402000,PH060402009,Aklan,Spanish Red Cross,Balete,Morales,222,223,223,223,221,88,0,57,57,0,0,65
PH060400000,PH060402000,PH060402010,Aklan,Spanish Red Cross,Balete,Oquendo,89,89,88,89,88,28,0,29,28,0,0,10
PH060400000,PH060402000,PH060402011,Aklan,Spanish Red Cross,Balete,Poblacion,20,20,20,20,20,6,,3,3,0,,0
PH060400000,PH060403000,PH060403001,Aklan,IFRC,Banga,Agbanawan,62,61,61,61,61,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403002,Aklan,IFRC,Banga,Bacan,26,25,25,25,25,5,0,4,0,4,0,
PH060400000,PH060403000,PH060403003,Aklan,IFRC,Banga,Badiangan,96,38,35,38,35,3,0,3,0,3,0,
PH060400000,PH060403000,PH060403004,Aklan,IFRC,Banga,Cerrudo,49,48,46,48,46,2,0,2,0,2,0,0
PH060400000,PH060403000,PH060403005,Aklan,IFRC,Banga,Cupang,15,15,15,15,15,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403006,Aklan,IFRC,Banga,Daguitan,31,31,31,31,31,3,0,3,0,3,0,
PH060400000,PH060403000,PH060403007,Aklan,IFRC,Banga,Daja Norte,71,70,69,70,69,0,0,0,0,0,0,0
PH060400000,PH060403000,PH060403008,Aklan,IFRC,Banga,Daja Sur,84,84,84,84,84,,,,,,,
PH060400000,PH060403000,PH060403009,Aklan,IFRC,Banga,Dingle,41,41,41,41,41,9,0,9,0,9,0,
PH060400000,PH060403000,PH060403010,Aklan,IFRC,Banga,Jumarap,44,31,31,31,31,0,0,0,0,0,0,0
PH060400000,PH060403000,PH060403011,Aklan,IFRC,Banga,Lapnag,29,29,29,29,29,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403012,Aklan,IFRC,Banga,Libas,57,57,57,57,57,10,0,10,0,10,0,
PH060400000,PH060403000,PH060403014,Aklan,IFRC,Banga,Mambog,75,75,75,75,75,3,,3,0,3,,
PH060400000,PH060403000,PH060403015,Aklan,IFRC,Banga,Mangan,17,17,16,17,16,6,0,6,0,6,0,
PH060400000,PH060403000,PH060403016,Aklan,IFRC,Banga,Muguing,25,25,25,25,25,3,,3,0,3,,
PH060400000,PH060403000,PH060403017,Aklan,IFRC,Banga,Pagsanghan,17,17,17,17,17,5,0,5,0,5,0,
PH060400000,PH060403000,PH060403018,Aklan,IFRC,Banga,Palale,23,21,19,21,19,0,0,0,0,0,0,0
PH060400000,PH060403000,PH060403020,Aklan,IFRC,Banga,Polo,76,76,76,76,76,2,0,2,0,2,0,
PH060400000,PH060403000,PH060403021,Aklan,IFRC,Banga,Polocate,115,114,113,114,113,2,0,2,0,2,0,
PH060400000,PH060403000,PH060403022,Aklan,IFRC,Banga,San Isidro,12,9,9,9,9,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403023,Aklan,IFRC,Banga,Sibalew,117,116,112,116,112,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403024,Aklan,IFRC,Banga,Sigcay,57,51,50,53,50,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403025,Aklan,IFRC,Banga,Taba-ao,31,29,29,29,29,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403026,Aklan,IFRC,Banga,Tabayon,41,41,41,41,41,11,0,12,0,12,0,
PH060400000,PH060403000,PH060403027,Aklan,IFRC,Banga,Tinapuay,36,36,36,36,36,,,,,,,
PH060400000,PH060403000,PH060403028,Aklan,IFRC,Banga,Torralba,33,32,30,32,30,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403029,Aklan,IFRC,Banga,Ugsod,55,55,54,55,54,0,0,0,0,0,0,
PH060400000,PH060403000,PH060403030,Aklan,IFRC,Banga,Venturanza,43,41,41,41,41,14,0,14,0,14,0,
PH060400000,PH060408000,PH060408001,Aklan,Air Asia,Lezo,Agcawilan,0,0,0,0,0,28,,28,0,28,,24
PH060400000,PH060408000,PH060408002,Aklan,Air Asia,Lezo,Bagto,0,,,,0,6,,6,0,6,,
PH060400000,PH060408000,PH060408003,Aklan,Air Asia,Lezo,Bugasongan,0,,,,0,3,,3,0,3,,
PH060400000,PH060408000,PH060408004,Aklan,Air Asia,Lezo,Carugdog,0,0,0,0,0,20,0,20,0,20,0,32
PH060400000,PH060408000,PH060408005,Aklan,Air Asia,Lezo,Cogon,0,,,,,11,,8,0,8,,40
PH060400000,PH060408000,PH060408006,Aklan,Air Asia,Lezo,Ibao,,,,,,21,,21,0,21,,24
PH060400000,PH060408000,PH060408007,Aklan,Air Asia,Lezo,Mina,0,0,0,0,0,9,,9,0,9,,0
PH060400000,PH060408000,PH060408008,Aklan,Air Asia,Lezo,Poblacion,0,0,0,0,0,12,,10,0,10,,0
PH060400000,PH060408000,PH060408010,Aklan,Air Asia,Lezo,Santa Cruz Bigaa,0,0,0,0,0,9,,9,0,9,,
PH060400000,PH060408000,PH060408011,Aklan,Air Asia,Lezo,Silakat-Nonok,0,0,0,0,0,20,,20,0,20,,24
PH060400000,PH060408000,PH060408012,Aklan,Air Asia,Lezo,Tayhawan,0,0,0,0,0,16,,16,0,16,,30
PH060400000,PH060409000,PH060409001,Aklan,Finnish Red Cross,Libacao,Agmailig,41,41,40,0,40,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409002,Aklan,Finnish Red Cross,Libacao,Alfonso XII,61,61,61,0,61,0,,0,0,,,0
PH060400000,PH060409000,PH060409003,Aklan,Finnish Red Cross,Libacao,Batobato,42,42,42,0,42,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409004,Aklan,Finnish Red Cross,Libacao,Bonza,22,22,21,0,21,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409005,Aklan,Finnish Red Cross,Libacao,Calacabian,25,25,25,,25,,,,,,,
PH060400000,PH060409000,PH060409006,Aklan,Air Asia,Libacao,Calamcan,0,0,0,0,0,6,,0,0,0,,0
PH060400000,PH060409000,,Aklan,Finnish Red Cross,Libacao,Calamcan,53,53,52,0,52,0,,0,0,,,0
PH060400000,PH060409000,PH060409007,Aklan,Finnish Red Cross,Libacao,Can-Awan,16,16,15,0,15,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409008,Aklan,Finnish Red Cross,Libacao,Casit-an,15,15,15,,15,,,,,,,
PH060400000,PH060409000,PH060409010,Aklan,Air Asia,Libacao,Guadalupe,0,,,,,14,,0,0,,,0
PH060400000,PH060409000,,Aklan,Finnish Red Cross,Libacao,Guadalupe,112,112,111,0,111,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409011,Aklan,Air Asia,Libacao,Janlud,0,,,,,6,,0,0,,,0
PH060400000,PH060409000,,Aklan,Finnish Red Cross,Libacao,Janlud,38,38,38,,38,,,,,,,
PH060400000,PH060409000,PH060409012,Aklan,Air Asia,Libacao,Julita,0,,,,,2,,0,0,,,0
PH060400000,PH060409000,,Aklan,Finnish Red Cross,Libacao,Julita,79,79,79,,79,,,,,,,
PH060400000,PH060409000,PH060409013,Aklan,Finnish Red Cross,Libacao,Luctoga,117,116,114,0,114,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409014,Aklan,Finnish Red Cross,Libacao,Magugba,61,61,60,0,60,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409015,Aklan,Finnish Red Cross,Libacao,Manika,160,160,160,,160,,,,,,,
PH060400000,PH060409000,PH060409016,Aklan,Finnish Red Cross,Libacao,Ogsip,40,40,38,0,38,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409017,Aklan,Finnish Red Cross,Libacao,Ortega,39,39,38,0,38,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409018,Aklan,Finnish Red Cross,Libacao,Oyang,50,50,50,,50,,,,,,,
PH060400000,PH060409000,PH060409019,Aklan,Finnish Red Cross,Libacao,Pampango,95,95,94,0,94,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409020,Aklan,Finnish Red Cross,Libacao,Pinonoy,61,61,59,0,59,0,0,0,0,0,0,0
PH060400000,PH060409000,PH060409022,Aklan,Finnish Red Cross,Libacao,Rivera,15,15,15,,15,,,,,,,
PH060400000,PH060409000,PH060409023,Aklan,Finnish Red Cross,Libacao,Rosal,52,52,52,,52,,,,,,,
PH060400000,PH060409000,PH060409024,Aklan,Air Asia,Libacao,Sibalew,0,0,0,0,0,11,,0,0,0,,0
PH060400000,PH060409000,,Aklan,Finnish Red Cross,Libacao,Sibalew,56,56,55,0,55,0,0,0,0,0,0,0
PH060400000,PH060410000,PH060410001,Aklan,Spanish Red Cross,Madalag,Alaminos,53,53,53,53,53,22,0,21,21,0,0,12
PH060400000,PH060410000,PH060410002,Aklan,Spanish Red Cross,Madalag,Alas-as,57,57,57,15,57,17,0,17,17,0,0,14
PH060400000,PH060410000,PH060410003,Aklan,Spanish Red Cross,Madalag,Bacyang,60,60,60,60,60,25,0,25,25,0,0,9
PH060400000,PH060410000,PH060410004,Aklan,Spanish Red Cross,Madalag,Balactasan,10,10,10,2,10,17,0,17,17,0,0,20
PH060400000,PH060410000,PH060410005,Aklan,Spanish Red Cross,Madalag,Cabangahan,19,19,19,19,19,25,0,25,25,0,0,16
PH060400000,PH060410000,PH060410006,Aklan,Spanish Red Cross,Madalag,Cabilawan,18,18,18,18,18,6,0,6,6,0,0,4
PH060400000,PH060410000,PH060410007,Aklan,Spanish Red Cross,Madalag,Catabana,36,36,36,36,36,23,0,17,12,0,0,9
PH060400000,PH060410000,PH060410008,Aklan,Spanish Red Cross,Madalag,Dit-Ana,45,45,45,45,45,22,0,22,22,0,0,22
PH060400000,PH060410000,PH060410009,Aklan,Spanish Red Cross,Madalag,Galicia,15,15,15,15,15,14,0,14,14,0,0,8
PH060400000,PH060410000,PH060410010,Aklan,Spanish Red Cross,Madalag,Guinatu-an,26,26,25,0,25,11,0,11,11,0,0,10
PH060400000,PH060410000,PH060410011,Aklan,Spanish Red Cross,Madalag,Logohon,32,32,32,15,32,15,0,16,15,0,0,13
PH060400000,PH060410000,PH060410012,Aklan,Spanish Red Cross,Madalag,Mamba,48,48,48,48,48,29,0,29,29,0,0,25
PH060400000,PH060410000,PH060410013,Aklan,Spanish Red Cross,Madalag,Maria Cristina,93,93,93,93,93,27,0,20,19,0,0,13
PH060400000,PH060410000,PH060410014,Aklan,Spanish Red Cross,Madalag,Medina,79,79,79,79,79,33,0,33,33,0,0,14
PH060400000,PH060410000,PH060410015,Aklan,Spanish Red Cross,Madalag,Mercedes,53,53,53,53,53,11,0,11,11,0,0,11
PH060400000,PH060410000,PH060410016,Aklan,Spanish Red Cross,Madalag,Napnot,27,27,27,3,27,15,0,15,13,0,0,6
PH060400000,PH060410000,PH060410017,Aklan,Spanish Red Cross,Madalag,Pang-Itan,47,47,47,12,47,15,0,15,15,0,0,11
PH060400000,PH060410000,PH060410018,Aklan,Spanish Red Cross,Madalag,Paningayan,73,73,72,13,72,26,0,26,25,0,0,26
PH060400000,PH060410000,PH060410019,Aklan,Spanish Red Cross,Madalag,Panipiason,61,61,61,61,61,24,0,24,24,0,0,4
PH060400000,PH060410000,PH060410020,Aklan,Spanish Red Cross,Madalag,Poblacion,35,35,33,12,33,34,0,32,29,0,0,4
PH060400000,PH060410000,PH060410021,Aklan,Spanish Red Cross,Madalag,San Jose,66,66,66,33,66,25,0,25,25,0,0,6
PH060400000,PH060410000,PH060410022,Aklan,Spanish Red Cross,Madalag,Singay,15,15,15,6,15,11,0,11,11,0,0,17
PH060400000,PH060410000,PH060410023,Aklan,Spanish Red Cross,Madalag,Talangban,29,29,29,29,29,19,0,19,19,0,0,11
PH060400000,PH060410000,PH060410024,Aklan,Spanish Red Cross,Madalag,Talimagao,16,16,16,16,16,22,0,22,22,0,0,5
PH060400000,PH060410000,PH060410025,Aklan,Spanish Red Cross,Madalag,Tigbawan,39,39,39,11,39,11,0,12,12,0,0,9
PH060400000,PH060413000,PH060413001,Aklan,Air Asia,Malinao,Banaybanay,,,,,,1,,,,,,
PH060400000,PH060413000,PH060413002,Aklan,Air Asia,Malinao,Biga-a,,,,,,2,,,,,,
PH060400000,PH060413000,PH060413003,Aklan,Air Asia,Malinao,Bulabud,,,,,,4,,,,,,
PH060400000,PH060413000,PH060413004,Aklan,Air Asia,Malinao,Cabayugan,,,,,,4,,,,,,
PH060400000,PH060413000,PH060413005,Aklan,Air Asia,Malinao,Capataga,,,,,,1,,,,,,
PH060400000,PH060413000,PH060413006,Aklan,Air Asia,Malinao,Cogon,,,,,,2,,,,,,
PH060400000,PH060413000,PH060413007,Aklan,Air Asia,Malinao,Dangcalan,0,0,0,0,0,4,,0,0,0,,0
PH060400000,PH060413000,PH060413008,Aklan,Air Asia,Malinao,Kinalangay Nuevo,,,,,,0,,,,,,
PH060400000,PH060413000,PH060413009,Aklan,Air Asia,Malinao,Kinalangay Viejo,,,,,,3,,,,,,
PH060400000,PH060413000,PH060413012,Aklan,Air Asia,Malinao,Manhanip,,,,,,2,,,,,,
PH060400000,PH060413000,PH060413016,Aklan,Air Asia,Malinao,Rosario,,,,,,6,,,,,,
PH060400000,PH060413000,PH060413018,Aklan,Air Asia,Malinao,San Ramon,,,,,,7,,,,,,
PH060400000,PH060413000,PH060413019,Aklan,Air Asia,Malinao,San Roque,,,,,,2,,,,,,
PH060400000,PH060413000,PH060413020,Aklan,Air Asia,Malinao,Sipac,0,0,0,0,0,5,,0,0,0,,0
PH060400000,PH060413000,PH060413021,Aklan,Air Asia,Malinao,Sugnod,,,,,,4,,,,,,
PH060400000,PH060413000,PH060413022,Aklan,Air Asia,Malinao,Tambuan,,,,,,5,,,,,,
PH060400000,PH060415000,PH060415001,Aklan,IFRC,New Washington,Candelaria,41,41,41,41,41,22,0,22,0,22,0,33
PH060400000,PH060415000,PH060415002,Aklan,IFRC,New Washington,Cawayan,204,201,194,201,194,37,,37,0,37,,0
PH060400000,PH060415000,PH060415003,Aklan,IFRC,New Washington,Dumaguit,70,69,69,69,69,61,0,61,0,61,0,81
PH060400000,PH060415000,PH060415005,Aklan,IFRC,New Washington,Guinbaliwan,177,176,165,177,165,83,,83,0,83,,33
PH060400000,PH060415000,PH060415006,Aklan,IFRC,New Washington,Jalas,68,68,68,68,68,64,,64,0,64,,84
PH060400000,PH060415000,PH060415007,Aklan,IFRC,New Washington,Jugas,92,89,80,89,80,57,,57,0,57,,30
PH060400000,PH060415000,PH060415008,Aklan,IFRC,New Washington,Lawa-an,41,41,41,41,41,49,,49,0,49,,51
PH060400000,PH060415000,PH060415009,Aklan,IFRC,New Washington,Mabilo,194,194,194,194,194,81,,81,0,81,,144
PH060400000,PH060415000,PH060415011,Aklan,IFRC,New Washington,Ochando,185,185,171,185,171,67,,66,0,66,,0
PH060400000,PH060415000,PH060415012,Aklan,IFRC,New Washington,Pinamuk-an,182,182,181,182,181,0,,0,0,0,,
PH060400000,PH060415000,PH060415014,Aklan,IFRC,New Washington,Polo,204,194,190,194,190,0,,0,0,0,,
PH060400000,PH060415000,PH060415015,Aklan,IFRC,New Washington,Puis,91,90,89,91,89,105,0,105,0,105,0,303
PH060400000,PH060415000,PH060415017,Aklan,IFRC,New Washington,Tambak,182,182,181,182,181,0,,0,0,0,,
PH060400000,PH060416000,PH060416001,Aklan,Air Asia,Numancia,Albasan,,,,,,1,,,,,,
PH060400000,PH060416000,PH060416003,Aklan,Air Asia,Numancia,Badio,,,,,,0,,,,,,
PH060400000,PH060416000,PH060416007,Aklan,Air Asia,Numancia,Camanci Norte,,,,,,17,,,,,,
PH060400000,PH060416000,PH060416008,Aklan,Air Asia,Numancia,Camanci Sur,,,,,,1,,,,,,
PH060400000,PH060416000,PH060416009,Aklan,Air Asia,Numancia,Dongon East,,,,,,6,,,,,,
PH060400000,PH060416000,PH060416010,Aklan,Air Asia,Numancia,Dongon West,,,,,,8,,,,,,
PH060400000,PH060416000,PH060416011,Aklan,Air Asia,Numancia,Joyao-joyao,,,,,,21,,,,,,
PH060400000,PH060416000,PH060416012,Aklan,Air Asia,Numancia,Laguinbanua East,0,0,0,0,0,15,,0,0,0,,0
PH060400000,PH060416000,PH060416013,Aklan,Air Asia,Numancia,Laguinbanua West,,,,,,3,,,,,,
PH060400000,PH060416000,PH060416014,Aklan,Air Asia,Numancia,Marianos,,,,,,1,,,,,,
PH060400000,PH060416000,PH060416018,Aklan,Air Asia,Numancia,Tabangka,0,0,0,0,0,12,,0,0,0,,0
PH060600000,PH060602000,PH060602002,Antique,IFRC,Barbaza,Baghari,42,42,39,42,39,9,0,2,0,2,0,
PH060600000,PH060602000,PH060602003,Antique,IFRC,Barbaza,Bahuyan,53,53,52,53,52,10,,8,,8,,
PH060600000,PH060602000,PH060602004,Antique,IFRC,Barbaza,Beri,108,107,108,108,107,47,0,39,0,39,0,0
PH060600000,PH060602000,PH060602005,Antique,IFRC,Barbaza,Biga-a,47,46,46,47,46,11,,,,,,
PH060600000,PH060602000,PH060602007,Antique,IFRC,Barbaza,Binangbang Centro,51,51,50,51,50,31,0,28,0,28,0,
PH060600000,PH060602000,PH060602008,Antique,IFRC,Barbaza,Binanu-an,50,50,50,50,50,11,,10,0,10,,
PH060600000,PH060602000,PH060602012,Antique,IFRC,Barbaza,Cubay,68,60,60,60,60,34,0,25,0,25,0,0
PH060600000,PH060602000,PH060602013,Antique,IFRC,Barbaza,Esparar,73,72,72,73,72,48,0,28,0,28,0,
PH060600000,PH060602000,PH060602014,Antique,IFRC,Barbaza,Gua,74,71,72,74,71,36,0,18,0,18,0,
PH060600000,PH060602000,PH060602016,Antique,IFRC,Barbaza,Igpalge,86,86,82,86,82,21,,19,,16,,
PH060600000,PH060602000,PH060602018,Antique,IFRC,Barbaza,Embrangga-an,29,29,29,29,29,17,,10,0,10,,
PH060600000,PH060602000,PH060602020,Antique,IFRC,Barbaza,Ipil,53,52,52,53,52,33,0,24,0,24,0,0
PH060600000,PH060602000,PH060602021,Antique,IFRC,Barbaza,Jinalinan,133,133,130,133,130,40,,30,0,19,,
PH060600000,PH060602000,PH060602024,Antique,IFRC,Barbaza,Lisub,91,91,91,91,91,13,0,11,0,11,0,
PH060600000,PH060602000,PH060602026,Antique,IFRC,Barbaza,Mablad,77,77,77,77,77,9,,3,0,3,,
PH060600000,PH060602000,PH060602027,Antique,IFRC,Barbaza,Magtulis,45,45,45,45,45,26,,22,0,22,,
PH060600000,PH060602000,PH060602030,Antique,IFRC,Barbaza,Mayos,24,24,24,24,24,6,,,,,,
PH060600000,PH060602000,PH060602033,Antique,IFRC,Barbaza,Palma,124,124,124,124,124,42,0,41,0,41,0,0
PH060600000,PH060602000,PH060602034,Antique,IFRC,Barbaza,Poblacion,62,61,61,62,61,31,0,20,0,12,0,
PH060600000,PH060602000,PH060602035,Antique,IFRC,Barbaza,San Antonio,51,51,51,51,51,26,0,23,0,23,0,
PH060600000,PH060602000,PH060602040,Antique,IFRC,Barbaza,Yapo,43,43,43,43,43,18,0,10,0,10,0,0
PH060600000,PH060606000,PH060606005,Antique,German Red Cross,Culasi,Batbatan Island,250,250,250,250,250,0,,0,0,,,
PH060600000,PH060606000,PH060606026,Antique,German Red Cross,Culasi,Malalison Island,103,103,103,103,103,0,,0,0,,,
PH060600000,PH060609000,PH060609002,Antique,IFRC,Laua-An,BanBan,25,25,25,25,25,5,,5,,5,,
PH060600000,PH060609000,PH060609004,Antique,IFRC,Laua-An,Cabariwan,62,62,62,62,62,4,,3,,3,,
PH060600000,PH060609000,PH060609009,Antique,IFRC,Laua-An,Guinbanga-an,128,127,126,128,126,23,0,7,0,1,0,
PH060600000,PH060609000,PH060609011,Antique,IFRC,Laua-An,Guisijan,160,157,156,160,156,73,,22,,19,,
PH060600000,PH060609000,PH060609012,Antique,IFRC,Laua-An,Igtadiao,18,18,18,18,18,10,,2,,0,,
PH060600000,PH060609000,PH060609013,Antique,IFRC,Laua-An,Intao,56,56,56,56,56,15,0,15,0,15,0,
PH060600000,PH060609000,PH060609022,Antique,IFRC,Laua-An,Liya-liya,27,27,27,27,27,1,,1,0,1,,
PH060600000,PH060609000,PH060609026,Antique,IFRC,Laua-An,Maria,106,106,105,106,105,32,,8,0,8,,
PH060600000,PH060609000,PH060609027,Antique,IFRC,Laua-An,Mauno,60,60,60,60,60,8,0,8,0,8,0,
PH060600000,PH060609000,PH060609030,Antique,IFRC,Laua-An,Oloc,105,105,105,105,105,8,,8,,8,,
PH060600000,PH060609000,PH060609031,Antique,IFRC,Laua-An,Omlot,31,30,30,31,30,24,,5,,5,,
PH060600000,PH060609000,PH060609043,Antique,IFRC,Laua-An,Bagongbayan,89,89,88,89,88,10,,10,0,10,,
PH060600000,PH060615000,PH060615001,Antique,IFRC,Sebaste,Abiera,92,92,92,92,92,38,0,37,0,37,0,0
PH060600000,PH060615000,PH060615002,Antique,IFRC,Sebaste,Aguila,73,73,73,73,73,18,,18,0,18,,
PH060600000,PH060615000,PH060615003,Antique,IFRC,Sebaste,Alegre,102,102,101,102,101,8,,8,,8,,
PH060600000,PH060615000,PH060615004,Antique,IFRC,Sebaste,Aras-Asan,150,149,148,150,148,12,0,12,0,12,0,0
PH060600000,PH060615000,PH060615005,Antique,IFRC,Sebaste,Bacalan,282,282,281,282,281,42,,42,0,42,,
PH060600000,PH060615000,PH060615006,Antique,IFRC,Sebaste,Callan,131,131,131,131,131,31,0,31,0,31,0,0
PH060600000,PH060615000,PH060615007,Antique,IFRC,Sebaste,Nauhon,86,85,82,86,82,13,0,12,0,12,0,0
PH060600000,PH060615000,PH060615008,Antique,IFRC,Sebaste,P. Javier,40,40,40,40,40,7,,7,,7,,
PH060600000,PH060615000,PH060615009,Antique,IFRC,Sebaste,Poblacion,265,265,264,265,264,34,0,33,0,33,0,
PH060600000,PH060615000,PH060615010,Antique,IFRC,Sebaste,Idio,150,150,150,150,150,32,,32,,32,,
PH060600000,PH060617000,PH060617001,Antique,German Red Cross,Tibiao,Alegre,30,30,30,30,30,12,,12,12,0,,
PH060600000,PH060617000,PH060617004,Antique,German Red Cross,Tibiao,Castillo,38,0,0,0,0,0,0,0,0,0,0,
PH060600000,PH060617000,PH060617005,Antique,German Red Cross,Tibiao,Esparagoza,57,57,57,57,57,1,0,1,1,0,0,
PH060600000,PH060617000,PH060617006,Antique,German Red Cross,Tibiao,Importante,159,159,159,151,151,13,0,13,13,0,0,29
PH060600000,PH060617000,PH060617007,Antique,German Red Cross,Tibiao,La Paz,159,0,,,,25,,25,25,0,,30
PH060600000,PH060617000,PH060617009,Antique,German Red Cross,Tibiao,Martinez,287,263,261,263,261,53,0,53,53,0,0,
PH060600000,PH060617000,PH060617010,Antique,German Red Cross,Tibiao,Natividad,112,119,112,112,112,56,0,56,56,0,0,
PH060600000,PH060617000,PH060617014,Antique,German Red Cross,Tibiao,San Francisco Norte,191,191,190,191,190,21,0,21,21,0,0,8
PH060600000,PH060617000,PH060617016,Antique,German Red Cross,Tibiao,San Isidro,176,,,,,9,,9,9,,,5
PH060600000,PH060617000,PH060617017,Antique,German Red Cross,Tibiao,Santa Ana,75,,0,,0,5,,5,5,0,,5
PH060600000,PH060617000,PH060617020,Antique,German Red Cross,Tibiao,Tigbaboy,85,85,85,85,85,5,0,5,5,0,0,0
PH061900000,PH061902000,PH061902003,Capiz,IFRC,Dao,Agtanguay,155,154,154,154,154,28,,,,,,
PH061900000,PH061902000,PH061902012,Capiz,IFRC,Dao,Lacaron,209,208,208,208,208,22,,0,0,0,,
PH061900000,PH061902000,PH061902017,Capiz,IFRC,Dao,Nasunogan,232,231,231,231,231,56,,0,0,0,,
PH061900000,PH061902000,PH061902020,Capiz,IFRC,Dao,Quinabcaban,105,104,104,105,104,24,,,,,,
PH061900000,PH061903000,PH061903009,Capiz,German Red Cross,Dumalag,San Martin,0,0,0,0,0,35,0,35,35,0,0,0
PH061900000,PH061903000,PH061903010,Capiz,German Red Cross,Dumalag,San Miguel,225,225,224,225,224,145,0,0,0,0,0,
