Admin2,Admin3,Admin4,Province,Partner,Municipality,Barangay,Shelter Repair Beneficiaries Selected,First Distribution,Second Distribution,CGI,Shelter Repair Closeout / Completed,Core Shelter Beneficiaries Selected,Relocation Beneficiaries Selected,Construction Started (Core + Relocation),Wooden Shelter (Core Shelter),Half Concrete (Core Shelter),Relocation Completed,Training- Skilled Labour
PH083700000,PH083738000,PH083738077,Leyte,Swiss Red Cross,Ormoc City,"Quezon, Jr.",54,54,53,54,53,89,0,28,24,0,0,9
PH083700000,PH083738000,PH083738078,Leyte,Swiss Red Cross,Ormoc City,Rufina M. Tan,94,0,0,0,0,64,0,32,28,0,0,8
PH083700000,PH083738000,PH083738093,Leyte,Swiss Red Cross,Ormoc City,Cabintan,79,76,0,71,0,71,0,20,20,0,0,8
PH083700000,PH083738000,PH083738110,Leyte,Swiss Red Cross,Ormoc City,Bayog,71,0,0,0,0,76,0,23,21,0,0,8
PH083700000,PH083738000,#N/A,Leyte,PMI,Ormoc City,Nadongholan,,,,711,711,,,0,0,,,
PH083700000,PH083739000,PH083739006,Leyte,IFRC,Palo,Cabarasan Daku,0,0,0,0,0,84,,0,0,0,,
PH083700000,PH083739000,PH083739011,Leyte,IFRC,Palo,Canhidoc,0,0,0,0,0,95,,0,0,0,,
PH083700000,PH083739000,PH083739012,Leyte,IFRC,Palo,Capirawan,0,0,0,0,0,142,,1,0,1,,
PH083700000,PH083739000,PH083739027,Leyte,IFRC,Palo,San Antonio,0,0,0,0,0,117,,0,0,0,,
PH083700000,PH083741000,PH083741001,Leyte,IFRC,Pastrana,Arabunog,0,0,0,0,0,25,,0,0,0,,
PH083700000,PH083741000,PH083741004,Leyte,IFRC,Pastrana,Cabaohan,0,0,0,0,0,38,,0,0,0,,
PH083700000,PH083741000,PH083741005,Leyte,IFRC,Pastrana,Calsadahay,0,0,0,0,0,67,,0,0,0,,
PH083700000,PH083741000,PH083741011,Leyte,IFRC,Pastrana,Guindapunan,0,0,0,0,0,34,,0,0,0,,
PH083700000,PH083741000,PH083741022,Leyte,IFRC,Pastrana,District 1 (Pob.),0,0,0,0,0,18,,0,0,0,,
PH083700000,PH083741000,PH083741023,Leyte,IFRC,Pastrana,District 2 (Pob.),0,0,0,0,0,29,,0,0,0,,
PH083700000,PH083741000,PH083741025,Leyte,IFRC,Pastrana,District 4 (Pob.),0,0,0,0,0,49,,1,0,1,,
PH083700000,PH083741000,PH083741027,Leyte,IFRC,Pastrana,Socsocon,0,0,0,0,0,32,,0,0,0,,
PH083700000,PH083741000,PH083741028,Leyte,IFRC,Pastrana,Tingib,0,0,0,0,0,43,,0,0,0,,
PH083700000,PH083741000,PH083741029,Leyte,IFRC,Pastrana,Yapad,0,0,0,0,0,88,,0,0,0,,
PH083700000,PH083742000,PH083742001,Leyte,Australian Red Cross,San Isidro,Banat-e,216,214,214,216,214,25,0,0,0,0,0,0
PH083700000,PH083742000,PH083742003,Leyte,Australian Red Cross,San Isidro,Basud,255,242,242,242,242,25,0,0,0,0,0,0
PH083700000,PH083742000,PH083742004,Leyte,Australian Red Cross,San Isidro,Bawod (Pob.),29,29,29,29,29,0,0,0,0,0,0,0
PH083700000,PH083742000,PH083742005,Leyte,Australian Red Cross,San Isidro,Biasong,196,196,196,196,196,0,0,0,0,0,0,0
PH083700000,PH083742000,PH083742006,Leyte,Australian Red Cross,San Isidro,Bunacan,36,36,36,36,36,15,,0,0,0,,
PH083700000,PH083742000,PH083742008,Leyte,Australian Red Cross,San Isidro,Cabungaan,93,92,92,91,92,8,,0,0,0,,
PH083700000,PH083742000,PH083742009,Leyte,Australian Red Cross,San Isidro,Capiñahan (Pob.),73,73,73,73,73,22,,21,21,0,,
PH083700000,PH083742000,PH083742010,Leyte,Australian Red Cross,San Isidro,Crossing (Pob.),149,149,148,149,148,36,0,2,2,0,0,0
PH083700000,PH083742000,PH083742011,Leyte,Australian Red Cross,San Isidro,Daja-daku,70,68,69,69,69,26,,0,0,0,,
PH083700000,PH083742000,PH083742012,Leyte,Australian Red Cross,San Isidro,Daja-diot,5,5,5,5,5,12,,0,0,0,,
PH083700000,PH083742000,PH083742013,Leyte,Australian Red Cross,San Isidro,Hacienda Maria,101,101,100,101,100,31,,0,0,0,,
PH083700000,PH083742000,PH083742014,Leyte,Australian Red Cross,San Isidro,Linao,91,90,89,91,89,13,,13,13,0,,
PH083700000,PH083742000,PH083742015,Leyte,Australian Red Cross,San Isidro,Matungao,8,8,8,8,8,0,,,0,0,,
PH083700000,PH083742000,PH083742017,Leyte,Australian Red Cross,San Isidro,Paril,42,40,41,42,41,22,0,0,0,0,0,0
PH083700000,PH083742000,PH083742018,Leyte,Australian Red Cross,San Isidro,San Jose,25,23,25,25,25,12,0,0,0,0,0,0
PH083700000,PH083742000,PH083742019,Leyte,Australian Red Cross,San Isidro,Taglawigan,63,63,63,63,63,0,,,0,0,,
PH083700000,PH083742000,PH083742020,Leyte,Australian Red Cross,San Isidro,Tinago,29,29,29,29,29,0,,,0,0,,
PH083700000,PH083742000,PH083742021,Leyte,Australian Red Cross,San Isidro,Busay,201,201,195,201,195,22,,20,0,0,,
PH083700000,PH083742000,PH083742022,Leyte,Australian Red Cross,San Isidro,San Miguel,34,34,34,35,34,13,0,2,2,0,0,0
PH083700000,PH083743000,PH083743002,Leyte,IFRC,San Miguel,Bahay,145,143,143,143,143,0,,0,0,0,,
PH083700000,PH083743000,PH083743004,Leyte,IFRC,San Miguel,Cabatianuhan,79,77,77,77,77,82,,82,0,81,,
PH083700000,PH083743000,PH083743005,Leyte,IFRC,San Miguel,Canap,75,75,75,75,75,28,,28,0,28,,
PH083700000,PH083743000,PH083743007,Leyte,IFRC,San Miguel,Caraycaray,49,49,49,49,49,17,,17,0,17,,
PH083700000,PH083743000,PH083743010,Leyte,IFRC,San Miguel,Guinciaman,118,118,117,118,117,32,,32,0,31,,
PH083700000,PH083743000,PH083743011,Leyte,IFRC,San Miguel,Impo,29,29,29,27,29,10,,10,0,10,,
PH083700000,PH083743000,PH083743012,Leyte,IFRC,San Miguel,Kinalumsan,33,32,32,32,32,8,,8,0,8,,
PH083700000,PH083743000,PH083743018,Leyte,IFRC,San Miguel,Patong,27,27,27,27,27,15,,15,0,15,,
PH083700000,PH083743000,PH083743020,Leyte,IFRC,San Miguel,San Andres,39,36,36,36,36,24,,24,0,24,,
PH083700000,PH083743000,PH083743022,Leyte,IFRC,San Miguel,Santol,48,48,48,48,48,36,,36,0,18,,
PH083700000,PH083744000,PH083744003,Leyte,IFRC,Santa Fe,Bulod,0,0,0,0,0,26,,0,0,0,,
PH083700000,PH083744000,PH083744006,Leyte,IFRC,Santa Fe,Milagrosa,0,0,0,0,0,50,,0,0,0,,
PH083700000,PH083744000,PH083744007,Leyte,IFRC,Santa Fe,Pilit,0,0,0,0,0,126,,0,0,0,,
PH083700000,PH083744000,PH083744009,Leyte,IFRC,Santa Fe,Zone 1 (Pob.),0,0,0,0,0,41,,0,0,0,,
PH083700000,PH083744000,PH083744012,Leyte,IFRC,Santa Fe,San Isidro,0,0,0,0,0,121,,0,0,0,,
PH083700000,PH083744000,PH083744015,Leyte,IFRC,Santa Fe,San Roque,0,0,0,0,0,144,,0,0,0,,
PH083700000,PH083744000,PH083744016,Leyte,IFRC,Santa Fe,Tibak,0,0,0,0,0,112,,0,0,0,,
PH083700000,PH083744000,PH083744019,Leyte,IFRC,Santa Fe,Gapas,0,0,0,0,0,60,,0,0,0,,
PH083700000,PH083744000,PH083744020,Leyte,IFRC,Santa Fe,Zone 4 Pob. (Cabangcalan),0,0,0,0,0,60,,0,0,0,,
PH083700000,PH083745000,PH083745004,Leyte,Australian Red Cross,Tabango,Campokpok,213,213,208,213,208,55,0,0,0,0,0,0
PH083700000,PH083745000,PH083745006,Leyte,Australian Red Cross,Tabango,Gimarco,274,273,270,274,270,0,,,0,0,,
PH083700000,PH083745000,PH083745008,Leyte,Australian Red Cross,Tabango,Inangatan,241,239,230,241,230,0,0,0,0,0,0,0
PH083700000,PH083745000,PH083745009,Leyte,Australian Red Cross,Tabango,Manlawaan,0,0,0,0,0,46,,26,23,0,,
PH083700000,PH083745000,PH083745010,Leyte,Australian Red Cross,Tabango,Omaganhan,197,197,192,197,192,43,0,0,0,0,0,0
PH083700000,PH083745000,PH083745011,Leyte,Australian Red Cross,Tabango,Poblacion,0,0,0,0,0,22,,2,2,0,,
PH083700000,PH083746000,PH083746001,Leyte,IFRC,Tabontabon,Amandangay,82,82,82,84,82,31,,29,0,29,,0
PH083700000,PH083746000,PH083746002,Leyte,IFRC,Tabontabon,Aslum,57,57,56,57,56,0,,0,0,0,,0
PH083700000,PH083746000,PH083746003,Leyte,IFRC,Tabontabon,Balingasag,114,110,109,111,109,11,,11,0,11,,
PH083700000,PH083746000,PH083746004,Leyte,IFRC,Tabontabon,Belisong,54,54,54,54,54,47,,48,0,41,,
PH083700000,PH083746000,PH083746005,Leyte,IFRC,Tabontabon,Cambucao,30,30,28,30,28,11,,11,0,11,,
PH083700000,PH083746000,PH083746006,Leyte,IFRC,Tabontabon,Capahuan,123,124,121,123,121,92,0,4,0,4,0,
PH083700000,PH083746000,,Leyte,PRC-Citibank,Tabontabon,Capahuan,,,,,,,,88,,88,,
PH083700000,PH083746000,PH083746007,Leyte,IFRC,Tabontabon,Guingawan,118,117,116,117,116,2,,2,0,2,,
PH083700000,PH083746000,PH083746008,Leyte,IFRC,Tabontabon,Jabong,82,84,84,85,84,65,,60,0,32,,
PH083700000,PH083746000,PH083746009,Leyte,IFRC,Tabontabon,Mercadohay,146,128,127,118,127,61,,64,0,64,,
PH083700000,PH083746000,PH083746010,Leyte,IFRC,Tabontabon,Mering,62,67,67,67,67,172,0,60,0,60,0,0
PH083700000,PH083746000,,Leyte,PRC-Citibank,Tabontabon,Mering,,,,,,,,112,,112,,
PH083700000,PH083746000,PH083746011,Leyte,IFRC,Tabontabon,Mohon,48,49,47,51,47,14,,14,0,14,,
PH083700000,PH083746000,PH083746013,Leyte,IFRC,Tabontabon,District I Pob. (Quezon),68,60,60,62,60,78,,76,0,76,,0
PH083700000,PH083746000,PH083746014,Leyte,IFRC,Tabontabon,District II Pob. (Rizal),56,55,53,55,53,69,0,69,0,69,0,0
PH083700000,PH083746000,PH083746015,Leyte,IFRC,Tabontabon,District III Pob. (Bonifacio),62,57,56,57,56,34,0,30,0,30,0,0
PH083700000,PH083746000,PH083746016,Leyte,IFRC,Tabontabon,District IV Pob. (Macarthur),70,65,65,66,65,71,0,72,0,72,0,0
PH083700000,PH083746000,PH083746017,Leyte,IFRC,Tabontabon,San Pablo (Mooc),78,94,93,94,93,76,,86,0,86,,
PH083700000,PH083747000,PH083747022,Leyte,American Red Cross,Tacloban City (Capital),Barangay 103-A (San Paglaum),0,0,0,0,0,36,,18,0,15,,
PH083700000,PH083747000,PH083747061,Leyte,American Red Cross,Tacloban City (Capital),Barangay 37-A,0,0,0,0,0,54,,4,0,3,,
PH083700000,PH083747000,PH083747095,Leyte,American Red Cross,Tacloban City (Capital),Barangay 65,,,,,,,,,,,,
PH083700000,PH083747000,PH083747110,Leyte,American Red Cross,Tacloban City (Capital),Barangay 79 (Marasbaras),0,0,0,0,0,29,0,6,0,5,0,0
PH083700000,PH083747000,PH083747124,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay 91 (Abucay),,,,,,26,,18,,18,,
PH083700000,PH083747000,PH083747125,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay 92 (Apitong),,,,,,23,,23,,23,,
PH083700000,PH083747000,PH083747127,Leyte,AusAID,Tacloban City (Capital),Barangay 93 (Bagacay),0,0,0,0,0,154,0,135,0,135,0,0
PH083700000,PH083747000,PH083747133,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay 99 (Diit),0,0,0,0,0,115,,113,0,90,,
PH083700000,PH083747000,PH083747151,Leyte,American Red Cross,Tacloban City (Capital),Barangay 83-C (San Jose),0,0,0,0,0,46,,3,0,1,,
PH083700000,PH083747000,#N/A,Leyte,IFRC,Tacloban City (Capital),Abucay,,0,0,0,0,26,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Apitong,,0,0,0,0,23,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Brgy. 96 Calanipawan,,,,,,152,,5,0,5,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Cabalawan,,0,0,0,0,47,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Camansihay,,0,0,0,0,148,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Diit,,0,0,0,0,115,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),New Kawayan,,0,0,0,0,11,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),San Isidro,,0,0,0,0,14,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Sta. Elena,,0,0,0,0,189,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Tagporo,,0,0,0,0,61,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Tigbao,,0,0,0,0,4,,0,0,0,,
PH083700000,PH083747000,,Leyte,IFRC,Tacloban City (Capital),Utap,0,0,,,,36,,0,0,0,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay Cabalawan,,,,,,47,,,,,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay Camansihay,,,,,,148,,,,,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay New Kawayan,,,,,,11,,,,,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay San Isidro,,,,,,14,,,,,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay Sta. Elena,0,0,0,0,0,189,,15,0,0,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay Tagporo,,,,,,61,,,,,,
PH083700000,PH083747000,,Leyte,Qatar Red Crescent Society,Tacloban City (Capital),Barangay Tigbao,,,,,,4,,4,,4,,
PH083700000,PH083749000,PH083749001,Leyte,Spanish Red Cross,Tolosa,Burak,82,82,82,82,82,58,0,58,58,0,0,0
PH083700000,PH083749000,PH083749002,Leyte,Spanish Red Cross,Tolosa,Canmogsay,1,1,1,1,1,1,0,1,1,0,0,
PH083700000,PH083749000,PH083749003,Leyte,Spanish Red Cross,Tolosa,Cantariwis,0,0,0,0,0,5,,4,4,0,,
PH083700000,PH083749000,PH083749004,Leyte,Spanish Red Cross,Tolosa,Capangihan,2,2,2,2,2,47,,45,45,0,,
PH083700000,PH083749000,PH083749005,Leyte,Spanish Red Cross,Tolosa,Malbog,3,3,3,3,3,0,0,0,0,0,0,0
PH083700000,PH083749000,PH083749006,Leyte,Spanish Red Cross,Tolosa,Olot,0,0,0,0,0,16,,14,14,0,,
PH083700000,PH083749000,PH083749007,Leyte,Spanish Red Cross,Tolosa,Opong,218,218,218,218,218,140,0,134,134,0,0,0
PH083700000,PH083749000,PH083749008,Leyte,Spanish Red Cross,Tolosa,Poblacion,117,117,113,117,113,35,0,30,30,0,0,0
PH083700000,PH083749000,PH083749009,Leyte,Spanish Red Cross,Tolosa,Quilao,29,29,27,29,27,41,0,32,31,0,0,0
PH083700000,PH083749000,PH083749010,Leyte,Spanish Red Cross,Tolosa,San Roque,376,376,375,376,375,72,0,70,70,0,0,0
PH083700000,PH083749000,PH083749011,Leyte,Spanish Red Cross,Tolosa,San Vicente,75,75,74,75,74,84,0,82,82,0,0,0
PH083700000,PH083749000,PH083749012,Leyte,Spanish Red Cross,Tolosa,Tanghas,26,26,26,26,26,10,0,10,10,0,0,0
PH083700000,PH083749000,PH083749013,Leyte,Spanish Red Cross,Tolosa,Telegrafo,99,99,99,99,99,18,0,10,10,0,0,
PH083700000,PH083749000,PH083749014,Leyte,Spanish Red Cross,Tolosa,Doña Brigida,159,159,158,159,158,189,0,189,189,0,0,0
PH083700000,PH083749000,PH083749015,Leyte,Spanish Red Cross,Tolosa,Imelda,69,69,68,69,68,34,0,34,34,0,0,0
PH083700000,PH083750000,PH083750006,Leyte,IFRC,Tunga,San Roque,47,46,46,48,46,24,0,0,0,0,0,0
PH083700000,PH083750000,PH083750007,Leyte,IFRC,Tunga,San Vicente (Pob.),49,47,47,44,47,35,0,0,0,0,0,0
PH086000000,PH086002000,PH086002001,Samar (Western Samar),Spanish Red Cross,Basey,Amandayehan,36,36,36,36,36,137,0,137,137,0,0,0
PH086000000,PH086002000,PH086002002,Samar (Western Samar),Spanish Red Cross,Basey,Anglit,26,26,26,26,26,74,,74,74,,,
PH086000000,PH086002000,PH086002003,Samar (Western Samar),Spanish Red Cross,Basey,Bacubac,67,67,65,67,65,110,0,110,110,0,0,0
PH086000000,PH086002000,PH086002005,Samar (Western Samar),Spanish Red Cross,Basey,Basiao,36,36,36,36,36,174,0,174,174,0,0,0
PH086000000,PH086002000,PH086002010,Samar (Western Samar),ICRC,Basey,Cancaiyas,0,0,0,0,0,22,0,22,22,0,0,0
PH086000000,PH086002000,PH086002011,Samar (Western Samar),ICRC,Basey,Canmanila,0,0,0,0,0,59,0,59,59,0,0,0
PH086000000,PH086002000,PH086002012,Samar (Western Samar),Spanish Red Cross,Basey,Catadman,24,24,24,24,24,91,0,91,91,0,0,0
PH086000000,PH086002000,PH086002013,Samar (Western Samar),ICRC,Basey,Cogon,0,0,0,0,0,69,0,69,69,0,0,0
PH086000000,PH086002000,PH086002015,Samar (Western Samar),ICRC,Basey,Guintigui-an,0,0,0,0,0,32,0,32,32,0,0,0
PH086000000,PH086002000,PH086002016,Samar (Western Samar),ICRC,Basey,Guirang,,,,,,40,,40,40,,,
PH086000000,PH086002000,PH086002017,Samar (Western Samar),ICRC,Basey,Balante,,,,,,27,,27,27,,,
PH086000000,PH086002000,PH086002018,Samar (Western Samar),Spanish Red Cross,Basey,Iba,47,47,47,47,47,83,,83,83,,,
PH086000000,PH086002000,PH086002019,Samar (Western Samar),ICRC,Basey,Inuntan,,,,,,10,,10,10,,,
PH086000000,PH086002000,PH086002021,Samar (Western Samar),ICRC,Basey,Loog,,,,,,47,,47,47,,,
PH086000000,PH086002000,PH086002022,Samar (Western Samar),ICRC,Basey,Mabini,,,,,,23,,23,23,,,
PH086000000,PH086002000,PH086002023,Samar (Western Samar),Spanish Red Cross,Basey,Magallanes,39,38,38,38,38,97,0,97,97,0,0,0
PH086000000,PH086002000,PH086002025,Samar (Western Samar),ICRC,Basey,Del Pilar,,,,,,35,,35,35,,,
PH086000000,PH086002000,PH086002027,Samar (Western Samar),ICRC,Basey,Mongabong,,,,,,19,,19,19,,,
PH086000000,PH086002000,PH086002028,Samar (Western Samar),ICRC,Basey,New San Agustin,0,0,0,0,0,27,0,27,27,0,0,0
PH086000000,PH086002000,,Samar (Western Samar),Spanish Red Cross,Basey,New San Agustin,13,13,13,13,13,0,0,0,0,0,0,0
PH086000000,PH086002000,PH086002029,Samar (Western Samar),Spanish Red Cross,Basey,Balud (Nouvelas Occidental),35,35,35,35,35,188,0,188,188,0,0,0
PH086000000,PH086002000,PH086002030,Samar (Western Samar),Spanish Red Cross,Basey,San Fernando (Nouvelas Oriental),92,92,92,66,92,99,0,99,99,0,0,0
PH086000000,PH086002000,PH086002031,Samar (Western Samar),Spanish Red Cross,Basey,Old San Agustin,93,93,93,93,93,0,0,0,0,0,0,0
PH086000000,PH086002000,PH086002041,Samar (Western Samar),ICRC,Basey,Roxas,0,0,0,0,0,47,0,47,47,0,0,0
PH086000000,PH086002000,PH086002043,Samar (Western Samar),Spanish Red Cross,Basey,San Antonio,62,62,61,62,61,86,0,86,86,0,0,0
PH086000000,PH086002000,PH086002045,Samar (Western Samar),Spanish Red Cross,Basey,Serum,48,48,48,48,48,101,0,101,101,0,0,0
PH086000000,PH086002000,PH086002046,Samar (Western Samar),Spanish Red Cross,Basey,Sugca,19,19,18,19,18,12,0,12,12,0,0,0
PH086000000,PH086002000,PH086002048,Samar (Western Samar),Spanish Red Cross,Basey,Tinaogan,8,8,8,8,8,26,0,26,26,0,0,0
PH086000000,PH086002000,PH086002049,Samar (Western Samar),Spanish Red Cross,Basey,Tingib,51,51,50,51,51,162,0,162,162,0,0,0
PH086000000,PH086002000,PH086002050,Samar (Western Samar),ICRC,Basey,Villa Aurora,0,0,0,0,0,23,0,23,23,0,0,0
PH086000000,PH086002000,PH086002051,Samar (Western Samar),Spanish Red Cross,Basey,Binongtu-an,32,32,32,32,32,47,0,47,47,0,0,0
PH086000000,PH086002000,PH086002052,Samar (Western Samar),ICRC,Basey,Bulao,0,0,0,0,0,62,0,62,62,0,0,0
PH086000000,PH086002000,#N/A,Samar (Western Samar),ICRC,Basey,Bagtic,0,0,0,0,0,17,0,17,17,0,0,0
PH086000000,PH086002000,,Samar (Western Samar),ICRC,Basey,Binogho,0,0,0,0,0,9,0,9,9,0,0,0
PH086000000,PH086002000,,Samar (Western Samar),ICRC,Basey,Burabod,0,0,0,0,0,9,0,9,7,0,0,0
PH086000000,PH086010000,PH086010001,Samar (Western Samar),Spanish Red Cross,Marabut,Amambucale,,,,,,,,,,,,
PH086000000,PH086010000,PH086010002,Samar (Western Samar),Spanish Red Cross,Marabut,Caluwayan,26,26,26,26,26,115,0,115,115,0,0,0
PH086000000,PH086010000,PH086010005,Samar (Western Samar),Spanish Red Cross,Marabut,Legaspi,65,65,65,65,65,116,0,116,116,0,0,0
PH086000000,PH086010000,PH086010006,Samar (Western Samar),ICRC,Marabut,Logero,,,,,,52,,52,52,,,
PH086000000,PH086010000,PH086010008,Samar (Western Samar),ICRC,Marabut,Pinalanga,,,,,,82,,82,82,,,
PH086000000,PH086010000,PH086010009,Samar (Western Samar),Spanish Red Cross,Marabut,Pinamitinan (Pob.),8,8,8,7,8,19,0,19,19,0,0,0
PH086000000,PH086010000,PH086010010,Samar (Western Samar),ICRC,Marabut,Catato Pob. (Dist. I),,,,,,19,,19,19,,,
PH086000000,PH086010000,PH086010011,Samar (Western Samar),Spanish Red Cross,Marabut,San Roque,64,64,64,64,64,104,0,104,104,0,0,0
PH086000000,PH086010000,PH086010012,Samar (Western Samar),ICRC,Marabut,Santo Niño Pob. (Dist. II),,,,,,20,,20,20,,,
PH086000000,PH086010000,PH086010013,Samar (Western Samar),ICRC,Marabut,Tagalag,0,0,0,0,0,68,0,68,68,0,0,0
PH086000000,PH086010000,PH086010014,Samar (Western Samar),ICRC,Marabut,Tinabanan,0,0,0,0,0,97,0,97,97,0,0,0
PH086000000,PH086010000,PH086010016,Samar (Western Samar),Spanish Red Cross,Marabut,Binukyahan,8,8,8,8,8,46,0,46,46,0,0,0
PH086000000,PH086010000,PH086010018,Samar (Western Samar),ICRC,Marabut,Mabuhay,0,0,0,0,0,48,0,48,48,0,0,0
PH086000000,PH086010000,PH086010020,Samar (Western Samar),Spanish Red Cross,Marabut,Odoc,1,1,1,1,1,10,0,10,10,0,0,0
PH086000000,PH086010000,PH086010021,Samar (Western Samar),ICRC,Marabut,Panan-awan,,,,,,85,,85,85,,,
PH086000000,PH086010000,PH086010022,Samar (Western Samar),ICRC,Marabut,Roño,,,,,,16,,16,16,,,
PH086000000,PH086010000,PH086010023,Samar (Western Samar),Spanish Red Cross,Marabut,Santa Rita,84,84,83,84,83,31,0,31,31,0,0,0
PH086000000,PH086010000,PH086010024,Samar (Western Samar),Spanish Red Cross,Marabut,Veloso,18,18,18,18,18,72,0,72,72,0,0,0
PH086000000,PH086010000,#N/A,Samar (Western Samar),ICRC,Marabut,Sitio 22 (Tinabanan),0,0,0,0,0,64,0,64,64,,,
PH175300000,PH175307000,PH175307001,Palawan,Bahrain Red Crescent,Busuanga,Bogtong,,,,,,45,,7,7,,,8
PH175300000,PH175307000,,Palawan,Swiss Red Cross,Busuanga,Bogtong,37,37,,,,0,,,,,,
PH175300000,PH175307000,PH175307002,Palawan,Bahrain Red Crescent,Busuanga,Buluang,,,,,,,,,,,,8
PH175300000,PH175307000,,Palawan,Swiss Red Cross,Busuanga,Buluang,110,,,,,0,,,,,,
PH175300000,PH175307000,PH175307006,Palawan,Bahrain Red Crescent,Busuanga,Maglalambay,,,,,,124,,4,4,,,8
PH175300000,PH175307000,,Palawan,Swiss Red Cross,Busuanga,Maglalambay,65,,,,,0,,,,,,
PH175300000,PH175307000,PH175307013,Palawan,Bahrain Red Crescent,Busuanga,San Isidro,,,,,,64,,3,3,,,8
PH175300000,PH175307000,,Palawan,Swiss Red Cross,Busuanga,San Isidro,54,,,,,0,,,,,,
PH175300000,PH175307000,PH175307014,Palawan,Bahrain Red Crescent,Busuanga,San Rafael,,,,,,,,,,,,8
PH175300000,PH175307000,,Palawan,Swiss Red Cross,Busuanga,San Rafael,5,,,,,0,,,,,,
PH175300000,PH175309000,PH175309006,Palawan,Swiss Red Cross,Coron,Cabugao,40,38,,,,85,,2,2,,,15
PH175300000,PH175309000,PH175309009,Palawan,Swiss Red Cross,Coron,Decalachao,16,15,,,,56,,2,2,,,15
